avg_cpu_cores,case,chunk_mib,command,compute_or_other_ratio,context,decode_avg_cpu_cores,decode_disk_read_gib,decode_io_active_ratio,decode_s_est,decode_wall_s,disk_read_gib,effective_decode_disk_read_gib,effective_decode_io_active_ratio,effective_decode_wall_s,effective_prefill_disk_read_gib,effective_prefill_io_active_ratio,effective_prefill_wall_s,elapsed_s,ended_at,generated_text,generated_tokens,generation_tps,io_active_ratio,log,madvise,merge_gap_mib,pageins,peak_rss_gib,prefill_avg_cpu_cores,prefill_disk_read_gib,prefill_io_active_ratio,prefill_s_est,prefill_wall_s,prewarm,prewarm_actual_gib,prewarm_gib_s,prewarm_overread_ratio,prewarm_s,profile,profile_runner_returncode,prompt,prompt_case,prompt_tokens,prompt_tps,returncode,run_index,runner_elapsed_s,started_at,suite,tokens,trace,trace_decode_avg_cpu_cores,trace_decode_disk_read_gib,trace_decode_io_active_ratio,trace_decode_wall_s,trace_events,trace_path,trace_prefill_avg_cpu_cores,trace_prefill_disk_read_gib,trace_prefill_io_active_ratio,trace_prefill_wall_s,trace_rounds,wall_s
3.5458445431788115,best_gap4_chunk1_madvise_on,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Summarize the following engineering note in three compact bullets. We are running a quantized mixture-of-experts model on a local machine. The model file is mapped with mmap, and routed expert weights are pulled from NVMe into the operating-system page cache when the CPU kernels touch those pages. The current bottleneck is not pure arithmetic throughput. Most wall time appears to be spent waiting for expert weight pages to become resident. A static hotset prewarm can help cold-start behavior, but it is too blunt for token-by-token decoding because adjacent routed expert sets overlap only partially. The next optimization should separate prefill and decode: prefill can tolerate broader merged reads, while decode needs early and precise routing-aware hints.', '--tokens', '2', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0001_prefill_best_gap4_chunk1_madvise_on_prefill_long_plain.json', '--prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=1', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0001_prefill_best_gap4_chunk1_madvise_on_prefill_long_plain.jsonl']",0.014482517828064671,1024,,,,,,250.1322250366211,,,,,,,172.4981395,2026-05-02T00:39:13+00:00,,,1.8,0.9855174821719354,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0001_prefill_best_gap4_chunk1_madvise_on_prefill_long_plain.log,True,4.0,15876124,53.55424499511719,,,,,,True,8.3,2.94,0.011000000000000001,2.82,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0001_prefill_best_gap4_chunk1_madvise_on_prefill_long_plain.json,0,"Summarize the following engineering note in three compact bullets. We are running a quantized mixture-of-experts model on a local machine. The model file is mapped with mmap, and routed expert weights are pulled from NVMe into the operating-system page cache when the CPU kernels touch those pages. The current bottleneck is not pure arithmetic throughput. Most wall time appears to be spent waiting for expert weight pages to become resident. A static hotset prewarm can help cold-start behavior, but it is too blunt for token-by-token decoding because adjacent routed expert sets overlap only partially. The next optimization should separate prefill and decode: prefill can tolerate broader merged reads, while decode needs early and precise routing-aware hints.",prefill_long_plain,146,1.7,0,1,173.167503958,2026-05-02T00:36:20+00:00,prefill,2,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0001_prefill_best_gap4_chunk1_madvise_on_prefill_long_plain.jsonl,,,,,,172.48120483300002
2.910274771018875,best_gap4_chunk1_madvise_on,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Review this Python snippet and return JSON with keys risk, fix, and test. def update_cache(cache, key, loader):\n    if key not in cache:\n        cache[key] = loader(key)\n    value = cache[key]\n    if value is None:\n        del cache[key]\n    return value\nConsider concurrency, exceptions, repeated calls, and observability. Keep the answer compact but specific.', '--tokens', '2', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0002_prefill_best_gap4_chunk1_madvise_on_prefill_long_code.json', '--prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=1', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0002_prefill_best_gap4_chunk1_madvise_on_prefill_long_code.jsonl']",0.0175565084282933,1024,4.343741054173203,0.46431346144527197,0.679083625000005,1.1111111111111112,1.1111111111111143,206.58404922485352,0.46431346144527197,0.679083625000005,1.1111111111111143,57.81065881345421,1.0,51.25,135.376280041,2026-05-02T00:42:15+00:00,```json,2,1.8,0.9824434915717067,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0002_prefill_best_gap4_chunk1_madvise_on_prefill_long_code.log,True,4.0,12986526,53.644775390625,6.233545531497238,57.81065881345421,1.0,51.25,51.25,True,8.3,2.98,0.011000000000000001,2.78,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0002_prefill_best_gap4_chunk1_madvise_on_prefill_long_code.json,0,"Review this Python snippet and return JSON with keys risk, fix, and test. def update_cache(cache, key, loader):
    if key not in cache:
        cache[key] = loader(key)
    value = cache[key]
    if value is None:
        del cache[key]
    return value
Consider concurrency, exceptions, repeated calls, and observability. Keep the answer compact but specific.",prefill_long_code,82,1.6,0,2,136.817259167,2026-05-02T00:39:58+00:00,prefill,2,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0002_prefill_best_gap4_chunk1_madvise_on_prefill_long_code.jsonl,,,,,,135.358944958
1.4966590480287256,gap4_chunk1_madvise_off,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Summarize the following engineering note in three compact bullets. We are running a quantized mixture-of-experts model on a local machine. The model file is mapped with mmap, and routed expert weights are pulled from NVMe into the operating-system page cache when the CPU kernels touch those pages. The current bottleneck is not pure arithmetic throughput. Most wall time appears to be spent waiting for expert weight pages to become resident. A static hotset prewarm can help cold-start behavior, but it is too blunt for token-by-token decoding because adjacent routed expert sets overlap only partially. The next optimization should separate prefill and decode: prefill can tolerate broader merged reads, while decode needs early and precise routing-aware hints.', '--tokens', '2', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0003_prefill_gap4_chunk1_madvise_off_prefill_long_plain.json', '--prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=0', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0003_prefill_gap4_chunk1_madvise_off_prefill_long_plain.jsonl']",0.01069672833344518,1024,,,,,,243.60565948486328,,,,,,,204.689871042,2026-05-02T00:46:25+00:00,,,1.7,0.9893032716665549,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0003_prefill_gap4_chunk1_madvise_off_prefill_long_plain.log,False,4.0,15514197,52.646728515625,,,,,,True,8.3,2.61,0.011000000000000001,3.18,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0003_prefill_gap4_chunk1_madvise_off_prefill_long_plain.json,0,"Summarize the following engineering note in three compact bullets. We are running a quantized mixture-of-experts model on a local machine. The model file is mapped with mmap, and routed expert weights are pulled from NVMe into the operating-system page cache when the CPU kernels touch those pages. The current bottleneck is not pure arithmetic throughput. Most wall time appears to be spent waiting for expert weight pages to become resident. A static hotset prewarm can help cold-start behavior, but it is too blunt for token-by-token decoding because adjacent routed expert sets overlap only partially. The next optimization should separate prefill and decode: prefill can tolerate broader merged reads, while decode needs early and precise routing-aware hints.",prefill_long_plain,146,1.2,0,3,205.33137258299996,2026-05-02T00:43:00+00:00,prefill,2,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0003_prefill_gap4_chunk1_madvise_off_prefill_long_plain.jsonl,,,,,,204.672546292
1.359001532623716,gap4_chunk1_madvise_off,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Review this Python snippet and return JSON with keys risk, fix, and test. def update_cache(cache, key, loader):\n    if key not in cache:\n        cache[key] = loader(key)\n    value = cache[key]\n    if value is None:\n        del cache[key]\n    return value\nConsider concurrency, exceptions, repeated calls, and observability. Keep the answer compact but specific.', '--tokens', '2', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0004_prefill_gap4_chunk1_madvise_off_prefill_long_code.json', '--prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=0', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0004_prefill_gap4_chunk1_madvise_off_prefill_long_code.jsonl']",0.013527624723048694,1024,1.9857785206385454,0.4571574507281184,0.945745199799995,1.6666666666666667,1.6666666666666572,203.77295303344727,0.4571574507281184,0.945745199799995,1.6666666666666572,53.04566350672394,1.0,68.33333333333334,156.111488791,2026-05-02T00:49:48+00:00,```json,2,1.2,0.9864723752769513,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0004_prefill_gap4_chunk1_madvise_off_prefill_long_code.log,False,4.0,12866497,52.476470947265625,2.345366722118003,53.04566350672394,1.0,68.33333333333334,68.33333333333334,True,8.3,3.0,0.011000000000000001,2.77,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0004_prefill_gap4_chunk1_madvise_off_prefill_long_code.json,0,"Review this Python snippet and return JSON with keys risk, fix, and test. def update_cache(cache, key, loader):
    if key not in cache:
        cache[key] = loader(key)
    value = cache[key]
    if value is None:
        del cache[key]
    return value
Consider concurrency, exceptions, repeated calls, and observability. Keep the answer compact but specific.",prefill_long_code,82,1.2,0,4,157.45603304200006,2026-05-02T00:47:10+00:00,prefill,2,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0004_prefill_gap4_chunk1_madvise_off_prefill_long_code.jsonl,,,,,,156.09433187500002
3.70787738226423,no_prewarm_madvise_on,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Summarize the following engineering note in three compact bullets. We are running a quantized mixture-of-experts model on a local machine. The model file is mapped with mmap, and routed expert weights are pulled from NVMe into the operating-system page cache when the CPU kernels touch those pages. The current bottleneck is not pure arithmetic throughput. Most wall time appears to be spent waiting for expert weight pages to become resident. A static hotset prewarm can help cold-start behavior, but it is too blunt for token-by-token decoding because adjacent routed expert sets overlap only partially. The next optimization should separate prefill and decode: prefill can tolerate broader merged reads, while decode needs early and precise routing-aware hints.', '--tokens', '2', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0005_prefill_no_prewarm_madvise_on_prefill_long_plain.json', '--no-prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=1', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0005_prefill_no_prewarm_madvise_on_prefill_long_plain.jsonl']",0.00111757582798017,1024,,,,,,239.06621170043945,,,,,,,163.18260174999998,2026-05-02T00:53:17+00:00,,,1.9,0.9988824241720198,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0005_prefill_no_prewarm_madvise_on_prefill_long_plain.log,True,4.0,15566091,53.774993896484375,,,,,,False,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0005_prefill_no_prewarm_madvise_on_prefill_long_plain.json,0,"Summarize the following engineering note in three compact bullets. We are running a quantized mixture-of-experts model on a local machine. The model file is mapped with mmap, and routed expert weights are pulled from NVMe into the operating-system page cache when the CPU kernels touch those pages. The current bottleneck is not pure arithmetic throughput. Most wall time appears to be spent waiting for expert weight pages to become resident. A static hotset prewarm can help cold-start behavior, but it is too blunt for token-by-token decoding because adjacent routed expert sets overlap only partially. The next optimization should separate prefill and decode: prefill can tolerate broader merged reads, while decode needs early and precise routing-aware hints.",prefill_long_plain,146,1.7,0,5,163.94200891700007,2026-05-02T00:50:33+00:00,prefill,2,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0005_prefill_no_prewarm_madvise_on_prefill_long_plain.jsonl,,,,,,163.165810708
3.0546974859893226,no_prewarm_madvise_on,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Review this Python snippet and return JSON with keys risk, fix, and test. def update_cache(cache, key, loader):\n    if key not in cache:\n        cache[key] = loader(key)\n    value = cache[key]\n    if value is None:\n        del cache[key]\n    return value\nConsider concurrency, exceptions, repeated calls, and observability. Keep the answer compact but specific.', '--tokens', '2', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0006_prefill_no_prewarm_madvise_on_prefill_long_code.json', '--no-prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=1', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0006_prefill_no_prewarm_madvise_on_prefill_long_code.jsonl']",0.00106960785088332,1024,3.432540575475167,0.3428602972999215,0.9001710062500106,1.1764705882352942,1.17647058823529,192.1080665588379,0.3428602972999215,0.9001710062500106,1.17647058823529,57.33566706441343,1.0,51.25,128.638575583,2026-05-02T00:56:12+00:00,```json,2,1.7,0.9989303921491167,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0006_prefill_no_prewarm_madvise_on_prefill_long_code.log,True,4.0,12489083,53.49992370605469,6.22972674459837,57.33566706441343,1.0,51.25,51.25,False,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0006_prefill_no_prewarm_madvise_on_prefill_long_code.json,0,"Review this Python snippet and return JSON with keys risk, fix, and test. def update_cache(cache, key, loader):
    if key not in cache:
        cache[key] = loader(key)
    value = cache[key]
    if value is None:
        del cache[key]
    return value
Consider concurrency, exceptions, repeated calls, and observability. Keep the answer compact but specific.",prefill_long_code,82,1.6,0,6,130.06745016699983,2026-05-02T00:54:02+00:00,prefill,2,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0006_prefill_no_prewarm_madvise_on_prefill_long_code.jsonl,,,,,,128.62132125
2.233576629733634,best_gap4_chunk1_madvise_on,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Return a JSON array of short objects. Start with [{""step"":1,""status"":""', '--tokens', '24', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0007_decode_best_gap4_chunk1_madvise_on_decode_json_seed.json', '--prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=1', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0007_decode_best_gap4_chunk1_madvise_on_decode_json_seed.jsonl']",0.025667484446095873,1024,7.05366760255391,4.935813193209469,0.9689445743272741,7.857142857142858,7.857142857142861,172.95154571533203,4.935813193209469,0.9689445743272741,7.857142857142861,15.449355654418468,1.0,15.0,107.766830416,2026-05-02T00:58:46+00:00,"[{""step"":1,""status"":""pending""}]",11,1.4,0.9743325155539041,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0007_decode_best_gap4_chunk1_madvise_on_decode_json_seed.log,True,4.0,10693007,51.69718933105469,7.236103574865416,15.449355654418468,1.0,15.0,15.0,True,8.3,2.61,0.011000000000000001,3.17,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0007_decode_best_gap4_chunk1_madvise_on_decode_json_seed.json,0,"Return a JSON array of short objects. Start with [{""step"":1,""status"":""",decode_json_seed,18,1.2,0,7,108.99060216700013,2026-05-02T00:56:57+00:00,decode,24,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0007_decode_best_gap4_chunk1_madvise_on_decode_json_seed.jsonl,,,,,,107.748536083
2.523168853635373,best_gap4_chunk1_madvise_on,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Continue this practical optimization checklist:', '--tokens', '24', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0008_decode_best_gap4_chunk1_madvise_on_decode_plain_seed.json', '--prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=1', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0008_decode_best_gap4_chunk1_madvise_on_decode_plain_seed.jsonl']",0.029507315282313755,1024,7.111582718998362,15.213018606416881,0.9724657853999993,20.0,20.0,156.24706268310547,15.213018606416881,0.9724657853999993,20.0,6.103729570284486,1.0,6.0,104.070565333,2026-05-02T01:01:16+00:00,"Here is a continuation of a practical optimization checklist, picking up from common areas like **Code Efficiency, Infrastructure, and User",24,1.2,0.9704926847176862,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0008_decode_best_gap4_chunk1_madvise_on_decode_plain_seed.log,True,4.0,9681931,51.423797607421875,7.012327854953384,6.103729570284486,1.0,6.0,6.0,True,8.3,3.17,0.011000000000000001,2.62,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0008_decode_best_gap4_chunk1_madvise_on_decode_plain_seed.json,0,Continue this practical optimization checklist:,decode_plain_seed,6,1.0,0,8,105.29138158299997,2026-05-02T00:59:31+00:00,decode,24,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0008_decode_best_gap4_chunk1_madvise_on_decode_plain_seed.jsonl,,,,,,104.053760792
1.4702551768374557,gap4_chunk1_madvise_off,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Return a JSON array of short objects. Start with [{""step"":1,""status"":""', '--tokens', '24', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0009_decode_gap4_chunk1_madvise_off_decode_json_seed.json', '--prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=0', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0009_decode_gap4_chunk1_madvise_off_decode_json_seed.jsonl']",0.027285053642342152,1024,4.094002200892385,4.429016479291022,0.9379446666999997,10.0,10.0,155.63427734375,4.429016479291022,0.9379446666999997,10.0,15.519740189425647,1.0,22.5,115.140764667,2026-05-02T01:03:58+00:00,"[{""step"":1,""status"":""pending""}]",11,1.1,0.9727149463576579,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0009_decode_gap4_chunk1_madvise_off_decode_json_seed.log,False,4.0,9671290,51.78118896484375,3.212398122948122,15.519740189425647,1.0,22.5,22.5,True,8.3,3.12,0.011000000000000001,2.66,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0009_decode_gap4_chunk1_madvise_off_decode_json_seed.json,0,"Return a JSON array of short objects. Start with [{""step"":1,""status"":""",decode_json_seed,18,0.8,0,9,116.36414720899984,2026-05-02T01:02:02+00:00,decode,24,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0009_decode_gap4_chunk1_madvise_off_decode_json_seed.jsonl,,,,,,115.12340533300001
1.607111001213856,gap4_chunk1_madvise_off,1,"['/Users/storysq/Documents/New project/flash-moe/scripts/profile_deepseek_q4_run.py', '--prompt', 'Continue this practical optimization checklist:', '--tokens', '24', '--context', '1024', '--sample-interval', '0.5', '--prewarm-budget-gib', '8.5', '--out', '/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0010_decode_gap4_chunk1_madvise_off_decode_plain_seed.json', '--prewarm', '--env', 'PREWARM_HOTSET_JSON=/Users/storysq/Documents/New project/flash-moe/data/deepseek_q4_probe_hotset_k16.json', '--env', 'PREWARM_MERGE_GAP_MIB=4.0', '--env', 'PREWARM_CHUNK_MIB=1', '--env', 'GGML_MOE_MADVISE_WILLNEED=0', '--env', 'LLAMA_EXPERT_TRACE=/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0010_decode_gap4_chunk1_madvise_off_decode_plain_seed.jsonl']",0.022157589568252343,1024,4.065005546985525,13.536032993346453,0.979322903125,26.666666666666664,26.666666666666657,152.76248168945312,13.536032993346453,0.979322903125,26.666666666666657,6.232342622242868,1.0,8.57142857142857,116.0723485,2026-05-02T01:06:40+00:00,"Here is a continuation of a practical optimization checklist, building from a general foundation into more specific, actionable areas. This assumes",24,0.9,0.9778424104317477,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/logs/run_0010_decode_gap4_chunk1_madvise_off_decode_plain_seed.log,False,4.0,9466183,51.39118957519531,3.080102180181517,6.232342622242868,1.0,8.571428571428571,8.57142857142857,True,8.3,3.16,0.011000000000000001,2.63,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/profiles/run_0010_decode_gap4_chunk1_madvise_off_decode_plain_seed.json,0,Continue this practical optimization checklist:,decode_plain_seed,6,0.7,0,10,117.2948590420001,2026-05-02T01:04:43+00:00,decode,24,True,,,,,,/Users/storysq/Documents/New project/flash-moe/logs/deepseek_q4_longrun_5h_20260502_093619/traces/run_0010_decode_gap4_chunk1_madvise_off_decode_plain_seed.jsonl,,,,,,116.05538283300001
